# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 209:         4.518       52.465       0.00  IJMOND
# 210:         4.430       52.171      -0.20  VALKENBURG
# 215:         4.437       52.141      -1.10  VOORSCHOTEN
# 225:         4.555       52.463       4.40  IJMUIDEN
# 235:         4.781       52.928       1.20  DE KOOY
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 242:         4.921       53.241      10.80  VLIELAND
# 248:         5.174       52.634       0.80  WIJDENES
# 249:         4.979       52.644      -2.40  BERKHOUT
# 251:         5.346       53.392       0.70  HOORN (TERSCHELLING)
# 257:         4.603       52.506       8.50  WIJK AAN ZEE
# 258:         5.401       52.649       7.30  HOUTRIBDIJK
# 260:         5.180       52.100       1.90  DE BILT
# 265:         5.274       52.130      13.90  SOESTERBERG
# 267:         5.384       52.898      -1.30  STAVOREN
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 273:         5.888       52.703      -3.30  MARKNESSE
# 275:         5.873       52.056      48.20  DEELEN
# 277:         6.200       53.413       2.90  LAUWERSOOG
# 278:         6.259       52.435       3.60  HEINO
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 280:         6.585       53.125       5.20  EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 285:         6.399       53.575       0.00  HUIBERTGAT
# 286:         7.150       53.196      -0.20  NIEUW BEERTA
# 290:         6.891       52.274      34.80  TWENTHE
# 308:         3.379       51.381       0.00  CADZAND
# 310:         3.596       51.442       8.00  VLISSINGEN
# 311:         3.672       51.379       0.00  HOOFDPLAAT
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 313:         3.242       51.505       0.00  VLAKTE V.D. RAAN
# 315:         3.998       51.447       0.00  HANSWEERT
# 316:         3.694       51.657       0.00  SCHAAR
# 319:         3.861       51.226       1.70  WESTDORPE
# 323:         3.884       51.527       1.40  WILHELMINADORP
# 324:         4.006       51.596       0.00  STAVENISSE
# 330:         4.122       51.992      11.90  HOEK VAN HOLLAND
# 331:         4.193       51.480       0.00  THOLEN
# 340:         4.342       51.449      19.20  WOENSDRECHT
# 343:         4.313       51.893       3.50  R'DAM-GEULHAVEN
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 348:         4.926       51.970      -0.70  CABAUW
# 350:         4.936       51.566      14.90  GILZE-RIJEN
# 356:         5.146       51.859       0.70  HERWIJNEN
# 370:         5.377       51.451      22.60  EINDHOVEN
# 375:         5.707       51.659      22.00  VOLKEL
# 377:         5.763       51.198      30.00  ELL
# 380:         5.762       50.906     114.30  MAASTRICHT
# 391:         6.197       51.498      19.50  ARCEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# UG       = Etmaalgemiddelde relatieve vochtigheid (in procenten); 
# EV24     = Referentiegewasverdamping (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   TG,   RH,   UG, EV24
# 
  240,20170510,   93,    0,   70,   26
  240,20170511,  157,   -1,   60,   40
  240,20170512,  154,   89,   86,   19
  240,20170513,  139,   25,   85,   17
  240,20170514,  138,   25,   76,   33
  240,20170515,  149,    3,   73,   35
  240,20170516,  201,   -1,   65,   32
  240,20170517,  223,    0,   61,   44
  240,20170518,  152,   12,   85,   21
  240,20170519,  129,   46,   81,   13
  240,20170520,  134,   -1,   71,   33
  240,20170521,  144,    0,   71,   34
  240,20170522,  180,    0,   61,   45
  240,20170523,  154,    0,   70,   43
  240,20170524,  155,    0,   78,   39
  240,20170525,  172,    0,   72,   49
  240,20170526,  204,    0,   62,   53
  240,20170527,  223,    0,   59,   52
  240,20170528,  189,    0,   66,   47
  240,20170529,  207,   70,   75,   44
  240,20170530,  172,    2,   82,   17
  240,20170531,  166,    0,   71,   46
  240,20170601,  170,    0,   60,   49
  240,20170602,  203,    0,   59,   45
  240,20170603,  177,   24,   79,   35
  240,20170604,  154,    0,   71,   45
  240,20170605,  170,    0,   64,   35
  240,20170606,  144,   85,   74,   16
  240,20170607,  143,   22,   71,   17
  240,20170608,  163,   18,   77,   30
  240,20170609,  161,  140,   81,   29
  240,20170610,  180,    0,   71,   40
  240,20170611,  197,    0,   67,   45
  240,20170612,  163,    0,   71,   27
  240,20170613,  162,    0,   71,   47
  240,20170614,  181,    0,   68,   52
  240,20170615,  198,    0,   67,   46
  240,20170616,  161,    0,   70,   28
  240,20170617,  186,    0,   77,   38
  240,20170618,  214,    0,   70,   55
  240,20170619,  242,    0,   65,   54
  240,20170620,  211,    0,   71,   44
  240,20170621,  207,    0,   65,   49
  240,20170622,  216,   68,   73,   36
  240,20170623,  186,    1,   74,   36
  240,20170624,  181,   17,   85,   16
  240,20170625,  173,   41,   84,   16
  240,20170626,  161,    0,   68,   44
  240,20170627,  175,   11,   69,   34
  240,20170628,  179,   17,   89,   13
  240,20170629,  171,    6,   81,   21
  240,20170630,  164,   56,   85,   21
  240,20170701,  163,   46,   85,   18
  240,20170702,  158,    1,   77,   33
  240,20170703,  172,    3,   77,   36
  240,20170704,  182,    0,   69,   42
  240,20170705,  190,    0,   73,   47
  240,20170706,  204,  165,   76,   39
  240,20170707,  198,   81,   85,   40
  240,20170708,  181,    4,   77,   28
  240,20170709,  178,    0,   68,   49
  240,20170710,  192,    1,   73,   29
  240,20170711,  182,   36,   78,   25
  240,20170712,  155,  230,   80,   22
  240,20170713,  153,    0,   74,   25
  240,20170714,  153,   63,   79,   27
  240,20170715,  173,    2,   72,   34
  240,20170716,  182,   19,   89,   11
  240,20170717,  180,    0,   69,   46
  240,20170718,  195,    0,   70,   43
  240,20170719,  229,    1,   69,   38
  240,20170720,  191,   20,   84,   19
  240,20170721,  184,    0,   65,   43
  240,20170722,  192,   14,   74,   31
  240,20170723,  163,   89,   80,   29
  240,20170724,  156,   51,   84,   20
  240,20170725,  165,   46,   85,   24
  240,20170726,  186,   14,   80,   38
  240,20170727,  182,    1,   73,   30
  240,20170728,  177,   24,   78,   27
  240,20170729,  185,  293,   85,   27
  240,20170730,  183,   23,   80,   29
  240,20170731,  182,   -1,   74,   38
  240,20170801,  182,    0,   71,   31
  240,20170802,  183,   18,   74,   26
  240,20170803,  191,    2,   73,   33
  240,20170804,  186,    1,   73,   33
  240,20170805,  165,   11,   78,   30
  240,20170806,  163,    0,   70,   37
  240,20170807,  165,    0,   76,   36
  240,20170808,  166,   47,   84,    9
  240,20170809,  169,   20,   77,   33
  240,20170810,  164,    2,   81,   20
  240,20170811,  167,    4,   77,   25
  240,20170812,  170,   81,   88,   18
  240,20170813,  163,    4,   78,   27
  240,20170814,  184,    0,   74,   32
  240,20170815,  181,   30,   85,   13
  240,20170816,  174,   -1,   82,   29
  240,20170817,  175,   39,   87,    8
  240,20170818,  171,   31,   82,   22
  240,20170819,  160,  182,   75,   28
  240,20170820,  163,   -1,   72,   31
  240,20170821,  164,    6,   81,   21
  240,20170822,  182,    0,   72,   32
  240,20170823,  197,   -1,   73,   30
  240,20170824,  182,    0,   79,   28
  240,20170825,  177,    0,   79,   24
  240,20170826,  186,   -1,   78,   26
  240,20170827,  186,    0,   73,   34
  240,20170828,  195,    0,   76,   34
  240,20170829,  210,   -1,   77,   31
  240,20170830,  168,  458,   94,    4
  240,20170831,  148,   19,   80,   23
  240,20170901,  147,   -1,   76,   18
  240,20170902,  144,    0,   76,   30
  240,20170903,  146,    0,   78,   29
  240,20170904,  170,   -1,   75,   26
  240,20170905,  186,    1,   85,   14
  240,20170906,  160,   32,   78,   15
  240,20170907,  162,   30,   75,   18
  240,20170908,  149,  672,   94,    4
  240,20170909,  141,   70,   84,   17
  240,20170910,  144,    5,   84,   18
  240,20170911,  141,  172,   86,   14
  240,20170912,  149,   27,   75,   20
  240,20170913,  147,   55,   72,   17
  240,20170914,  127,  136,   80,   10
  240,20170915,  126,  102,   84,   20
  240,20170916,  116,   95,   90,   10
  240,20170917,  119,   21,   84,   19
  240,20170918,  122,    1,   87,   17
  240,20170919,  127,   -1,   84,   16
  240,20170920,  143,    5,   80,   15
  240,20170921,  144,    0,   79,   21
  240,20170922,  123,    2,   90,    8
  240,20170923,  122,    0,   81,   23
  240,20170924,  135,    0,   88,   20
  240,20170925,  146,    0,   88,   15
  240,20170926,  139,    0,   91,   12
  240,20170927,  143,    0,   87,   19
  240,20170928,  159,   37,   90,   10
  240,20170929,  168,  169,   91,   13
  240,20170930,  135,    5,   89,    6
  240,20171001,  140,    1,   83,   11
  240,20171002,  157,    4,   74,   10
  240,20171003,  139,   29,   72,   16
  240,20171004,  136,   17,   69,    9
  240,20171005,  133,  150,   78,   14
  240,20171006,  118,   56,   81,   13
  240,20171007,  127,  114,   89,    2
  240,20171008,  127,   -1,   82,   11
  240,20171009,  125,   77,   94,    2
  240,20171010,  145,    3,   88,    7
  240,20171011,  148,   36,   83,    5
  240,20171012,  135,    0,   76,   13
  240,20171013,  152,    0,   88,   11
  240,20171014,  152,    0,   88,   14
  240,20171015,  160,    0,   85,   17
  240,20171016,  182,    0,   81,   15
  240,20171017,  129,    0,   82,    6
  240,20171018,  143,    0,   87,   13
  242,20161201,   97,     ,   85,     
  242,20161202,   75,     ,   80,     
  242,20161203,   55,     ,   75,     
  242,20161204,   17,     ,   91,     
  242,20161205,   -5,     ,   88,     
  242,20161206,   11,     ,   93,     
  242,20161207,   75,     ,   90,     
  242,20161208,   94,     ,   91,     
  242,20161209,   95,     ,   97,     
  242,20161210,   95,     ,   97,     
  242,20161211,   90,     ,   85,     
  242,20161212,   81,     ,   94,     
  242,20161213,   73,     ,   97,     
  242,20161214,   78,     ,   99,     
  242,20161215,   65,     ,   99,     
  242,20161216,   55,     ,   94,     
  242,20161217,   73,     ,   93,     
  242,20161218,   73,     ,   91,     
  242,20161219,   54,     ,   90,     
  242,20161220,   15,     ,   96,     
  242,20161221,   55,     ,   94,     
  242,20161222,   76,     ,   88,     
  242,20161223,   74,     ,   89,     
  242,20161224,   85,     ,   77,     
  242,20161225,   98,     ,   89,     
  242,20161226,   82,     ,   74,     
  242,20161227,   81,     ,   81,     
  242,20161228,   62,     ,   82,     
  242,20161229,   12,     ,   97,     
  242,20161230,   57,     ,   94,     
  242,20161231,   77,     ,   95,     
  242,20170101,   66,     ,   90,     
  242,20170102,   59,     ,   71,     
  242,20170103,   69,     ,   85,     
  242,20170104,   64,     ,   71,     
  242,20170105,   19,     ,   71,     
  242,20170106,   -7,     ,   73,     
  242,20170107,   51,     ,   96,     
  242,20170108,   61,     ,   89,     
  242,20170109,   55,     ,   96,     
  242,20170110,   61,     ,   91,     
  242,20170111,   74,     ,   79,     
  242,20170112,   51,     ,   81,     
  242,20170113,   49,     ,   75,     
  242,20170114,   39,     ,   73,     
  242,20170115,   34,     ,   79,     
  242,20170116,    1,     ,   88,     
  242,20170117,  -10,     ,   92,     
  242,20170118,   -7,     ,   88,     
  242,20170119,   -1,     ,   85,     
  242,20170120,    6,     ,   77,     
  242,20170121,   21,     ,   94,     
  242,20170122,    0,     ,   93,     
  242,20170123,   29,     ,   92,     
  242,20170124,    9,     ,   97,     
  242,20170125,   -5,     ,   92,     
  242,20170126,  -10,     ,   84,     
  242,20170127,    5,     ,   82,     
  242,20170128,   33,     ,   82,     
  242,20170129,   44,     ,   92,     
  242,20170130,   37,     ,   93,     
  242,20170131,   35,     ,   86,     
  242,20170201,   29,     ,   88,     
  242,20170202,   54,     ,   95,     
  242,20170203,   64,     ,   93,     
  242,20170204,   47,     ,   95,     
  242,20170205,   40,     ,   97,     
  242,20170206,   41,     ,   94,     
  242,20170207,    7,     ,   87,     
  242,20170208,   -4,     ,   76,     
  242,20170209,  -20,     ,   77,     
  242,20170210,  -22,     ,   82,     
  242,20170211,   -5,     ,   85,     
  242,20170212,    0,     ,   79,     
  242,20170213,    7,     ,   80,     
  242,20170214,   12,     ,   81,     
  242,20170215,   38,     ,   86,     
  242,20170216,   59,     ,   95,     
  242,20170217,   53,     ,   97,     
  242,20170218,   42,     ,   98,     
  242,20170219,   61,     ,   94,     
  242,20170220,   74,     ,   95,     
  242,20170221,   69,     ,   90,     
  242,20170222,   71,     ,   90,     
  242,20170223,   62,     ,   90,     
  242,20170224,   51,     ,   75,     
  242,20170225,   57,     ,   90,     
  242,20170226,   76,     ,   93,     
  242,20170227,   73,     ,   90,     
  242,20170228,   48,     ,   83,     
  242,20170301,   57,     ,   87,     
  242,20170302,   57,     ,   87,     
  242,20170303,   54,     ,   89,     
  242,20170304,   68,     ,   92,     
  242,20170305,   69,     ,   86,     
  242,20170306,   55,     ,   95,     
  242,20170307,   51,     ,   90,     
  242,20170308,   60,     ,   94,     
  242,20170309,   67,     ,   91,     
  242,20170310,   69,     ,   83,     
  242,20170311,   72,     ,   83,     
  242,20170312,   74,     ,   79,     
  242,20170313,   64,     ,   92,     
  242,20170314,   79,     ,   91,     
  242,20170315,   78,     ,   85,     
  242,20170316,   89,     ,   85,     
  242,20170317,   72,     ,   82,     
  242,20170318,   75,     ,   88,     
  242,20170319,   91,     ,   94,     
  242,20170320,   84,     ,   96,     
  242,20170321,   70,     ,   78,     
  242,20170322,   75,     ,   72,     
  242,20170323,   75,     ,   73,     
  242,20170324,   68,     ,   77,     
  242,20170325,   61,     ,   80,     
  242,20170326,   72,     ,   88,     
  242,20170327,   81,     ,   86,     
  242,20170328,   94,     ,   83,     
  242,20170329,   95,     ,   94,     
  242,20170330,  128,     ,   78,     
  242,20170331,  119,     ,   82,     
  242,20170401,   94,     ,   91,     
  242,20170402,   82,     ,   93,     
  242,20170403,   81,     ,   87,     
  242,20170404,   97,     ,   90,     
  242,20170405,   86,     ,   81,     
  242,20170406,   83,     ,   79,     
  242,20170407,   92,     ,   88,     
  242,20170408,   83,     ,   88,     
  242,20170409,  122,     ,   74,     
  242,20170410,   90,     ,   77,     
  242,20170411,   94,     ,   76,     
  242,20170412,   89,     ,   88,     
  242,20170413,   87,     ,   76,     
  242,20170414,   95,     ,   81,     
  242,20170415,   88,     ,   76,     
  242,20170416,   86,     ,   74,     
  242,20170417,   68,     ,   69,     
  242,20170418,   63,     ,   66,     
  242,20170419,   47,     ,   64,     
  242,20170420,   78,     ,   73,     
  242,20170421,   98,     ,   86,     
  242,20170422,   76,     ,   67,     
  242,20170423,   78,     ,   69,     
  242,20170424,   84,     ,   81,     
  242,20170425,   59,     ,   73,     
  242,20170426,   69,     ,   66,     
  242,20170427,   72,     ,   76,     
  242,20170428,   81,     ,   70,     
  242,20170429,   83,     ,   67,     
  242,20170430,  117,     ,   60,     
  242,20170501,  100,     ,   82,     
  242,20170502,  104,     ,   81,     
  242,20170503,  102,     ,   84,     
  242,20170504,   99,     ,   70,     
  242,20170505,   99,     ,   74,     
  242,20170506,  102,     ,   84,     
  242,20170507,   97,     ,   82,     
  242,20170508,   93,     ,   75,     
  242,20170509,   85,     ,   69,     
  242,20170510,   87,     ,   72,     
  242,20170511,  128,     ,   72,     
  242,20170512,  143,     ,   89,     
  242,20170513,  137,     ,   85,     
  242,20170514,  131,     ,   82,     
  242,20170515,  146,     ,   75,     
  242,20170516,  175,     ,   71,     
  242,20170517,  191,     ,   77,     
  242,20170518,  125,     ,   91,     
  242,20170519,  124,     ,   84,     
  242,20170520,  131,     ,   72,     
  242,20170521,  132,     ,   77,     
  242,20170522,  174,     ,   66,     
  242,20170523,  142,     ,   76,     
  242,20170524,  139,     ,   82,     
  242,20170525,  142,     ,   81,     
  242,20170526,  173,     ,   80,     
  242,20170527,  207,     ,   70,     
  242,20170528,  160,     ,   80,     
  242,20170529,  153,     ,   90,     
  242,20170530,  153,     ,   90,     
  242,20170531,  138,     ,   78,     
  242,20170601,  142,     ,   74,     
  242,20170602,  182,     ,   67,     
  242,20170603,  162,     ,   81,     
  242,20170604,  153,     ,   72,     
  242,20170605,  162,     ,   68,     
  242,20170606,  149,     ,   73,     
  242,20170607,  135,     ,   76,     
  242,20170608,  153,     ,   80,     
  242,20170609,  149,     ,   90,     
  242,20170610,  163,     ,   79,     
  242,20170611,  180,     ,   76,     
  242,20170612,  155,     ,   75,     
  242,20170613,  150,     ,   78,     
  242,20170614,  170,     ,   72,     
  242,20170615,  181,     ,   78,     
  242,20170616,  156,     ,   75,     
  242,20170617,  168,     ,   83,     
  242,20170618,  188,     ,   81,     
  242,20170619,  205,     ,   81,     
  242,20170620,  165,     ,   79,     
  242,20170621,  182,     ,   73,     
  242,20170622,  193,     ,   83,     
  242,20170623,  164,     ,   85,     
  242,20170624,  171,     ,   86,     
  242,20170625,  156,     ,   82,     
  242,20170626,  149,     ,   71,     
  242,20170627,  153,     ,   74,     
  242,20170628,  165,     ,   93,     
  242,20170629,  168,     ,   81,     
  242,20170630,  161,     ,   86,     
  242,20170701,  159,     ,   86,     
  242,20170702,  160,     ,   75,     
  242,20170703,  167,     ,   76,     
  242,20170704,  161,     ,   64,     
  242,20170705,  169,     ,   78,     
  242,20170706,  182,     ,   82,     
  242,20170707,  192,     ,   83,     
  242,20170708,  166,     ,   83,     
  242,20170709,  173,     ,   71,     
  242,20170710,  185,     ,   78,     
  242,20170711,  176,     ,   77,     
  242,20170712,  157,     ,   74,     
  242,20170713,  158,     ,   66,     
  242,20170714,  156,     ,   79,     
  242,20170715,  174,     ,   73,     
  242,20170716,  179,     ,   86,     
  242,20170717,  167,     ,   71,     
  242,20170718,  172,     ,   80,     
  242,20170719,  213,     ,   79,     
  242,20170720,  186,     ,   85,     
  242,20170721,  183,     ,   70,     
  242,20170722,  189,     ,   80,     
  242,20170723,  163,     ,   80,     
  242,20170724,  164,     ,   79,     
  242,20170725,  172,     ,   83,     
  242,20170726,  184,     ,   78,     
  242,20170727,  178,     ,   74,     
  242,20170728,  180,     ,   75,     
  242,20170729,  180,     ,   82,     
  242,20170730,  183,     ,   83,     
  242,20170731,  182,     ,   75,     
  242,20170801,  181,     ,   75,     
  242,20170802,  185,     ,   75,     
  242,20170803,  186,     ,   83,     
  242,20170804,  185,     ,   72,     
  242,20170805,  172,     ,   67,     
  242,20170806,  171,     ,   70,     
  242,20170807,  172,     ,   76,     
  242,20170808,  176,     ,   86,     
  242,20170809,  173,     ,   78,     
  242,20170810,  168,     ,   74,     
  242,20170811,  173,     ,   71,     
  242,20170812,  173,     ,   84,     
  242,20170813,  163,     ,   68,     
  242,20170814,  184,     ,   74,     
  242,20170815,  187,     ,   82,     
  242,20170816,  185,     ,   80,     
  242,20170817,  182,     ,   89,     
  242,20170818,  171,     ,   83,     
  242,20170819,  160,     ,   73,     
  242,20170820,  165,     ,   74,     
  242,20170821,  160,     ,   74,     
  242,20170822,  171,     ,   74,     
  242,20170823,  182,     ,   79,     
  242,20170824,  186,     ,   75,     
  242,20170825,  184,     ,   74,     
  242,20170826,  178,     ,   84,     
  242,20170827,  182,     ,   77,     
  242,20170828,  173,     ,   77,     
  242,20170829,  190,     ,   85,     
  242,20170830,  152,     ,   94,     
  242,20170831,  153,     ,   73,     
  242,20170901,  151,     ,   74,     
  242,20170902,  147,     ,   77,     
  242,20170903,  151,     ,   76,     
  242,20170904,  179,     ,   73,     
  242,20170905,  184,     ,   88,     
  242,20170906,  162,     ,   79,     
  242,20170907,  165,     ,   73,     
  242,20170908,  157,     ,   86,     
  242,20170909,  148,     ,   81,     
  242,20170910,  152,     ,   82,     
  242,20170911,  154,     ,   77,     
  242,20170912,  149,     ,   76,     
  242,20170913,  145,     ,   74,     
  242,20170914,  136,     ,   76,     
  242,20170915,  138,     ,   77,     
  242,20170916,  130,     ,   82,     
  242,20170917,  122,     ,   90,     
  242,20170918,  127,     ,   85,     
  242,20170919,  133,     ,   80,     
  242,20170920,  155,     ,   73,     
  242,20170921,  153,     ,   82,     
  242,20170922,  142,     ,   83,     
  242,20170923,  127,     ,   81,     
  242,20170924,  138,     ,   90,     
  242,20170925,  141,     ,   93,     
  242,20170926,  134,     ,   94,     
  242,20170927,  139,     ,   93,     
  242,20170928,  151,     ,   95,     
  242,20170929,  158,     ,   97,     
  242,20170930,  130,     ,   88,     
  242,20171001,  142,     ,   84,     
  242,20171002,  154,     ,   76,     
  242,20171003,  142,     ,   69,     
  242,20171004,  137,     ,   74,     
  242,20171005,  133,     ,   80,     
  242,20171006,  127,     ,   77,     
  242,20171007,  135,     ,   84,     
  242,20171008,  129,     ,   69,     
  242,20171009,  134,     ,   88,     
  242,20171010,  147,     ,   88,     
  242,20171011,  154,     ,   85,     
  242,20171012,  138,     ,   73,     
  242,20171013,  153,     ,   89,     
  242,20171014,  156,     ,   93,     
  242,20171015,  157,     ,   90,     
  242,20171016,  170,     ,   87,     
  242,20171017,  142,     ,   73,     
  242,20171018,  129,     ,   87,     
  248,20161201,     ,     ,     ,     
  248,20161202,     ,     ,     ,     
  248,20161203,     ,     ,     ,     
  248,20161204,     ,     ,     ,     
  248,20161205,     ,     ,     ,     
  248,20161206,     ,     ,     ,     
  248,20161207,     ,     ,     ,     
  248,20161208,     ,     ,     ,     
  248,20161209,     ,     ,     ,     
  248,20161210,     ,     ,     ,     
  248,20161211,     ,     ,     ,     
  248,20161212,     ,     ,     ,     
  248,20161213,     ,     ,     ,     
  248,20161214,     ,     ,     ,     
  248,20161215,     ,     ,     ,     
  248,20161216,     ,     ,     ,     
  248,20161217,     ,     ,     ,     
  248,20161218,     ,     ,     ,     
  248,20161219,     ,     ,     ,     
  248,20161220,     ,     ,     ,     
  248,20161221,     ,     ,     ,     
  248,20161222,     ,     ,     ,     
  248,20161223,     ,     ,     ,     
  248,20161224,     ,     ,     ,     
  248,20161225,     ,     ,     ,     
  248,20161226,     ,     ,     ,     
  248,20161227,     ,     ,     ,     
  248,20161228,     ,     ,     ,     
  248,20161229,     ,     ,     ,     
  248,20161230,     ,     ,     ,     
  248,20161231,     ,     ,     ,     
  248,20170101,     ,     ,     ,     
  248,20170102,     ,     ,     ,     
  248,20170103,     ,     ,     ,     
  248,20170104,     ,     ,     ,     
  248,20170105,     ,     ,     ,     
  248,20170106,     ,     ,     ,     
  248,20170107,     ,     ,     ,     
  248,20170108,     ,     ,     ,     
  248,20170109,     ,     ,     ,     
  248,20170110,     ,     ,     ,     
  248,20170111,     ,     ,     ,     
  248,20170112,     ,     ,     ,     
  248,20170113,     ,     ,     ,     
  248,20170114,     ,     ,     ,     
  248,20170115,     ,     ,     ,     
  248,20170116,     ,     ,     ,     
  248,20170117,     ,     ,     ,     
  248,20170118,     ,     ,     ,     
  248,20170119,     ,     ,     ,     
  248,20170120,     ,     ,     ,     
  248,20170121,     ,     ,     ,     
  248,20170122,     ,     ,     ,     
  248,20170123,     ,     ,     ,     
  248,20170124,     ,     ,     ,     
  248,20170125,     ,     ,     ,     
  248,20170126,     ,     ,     ,     
  248,20170127,     ,     ,     ,     
  248,20170128,     ,     ,     ,     
  248,20170129,     ,     ,     ,     
  248,20170130,     ,     ,     ,     
  248,20170131,     ,     ,     ,     
  248,20170201,     ,     ,     ,     
  248,20170202,     ,     ,     ,     
  248,20170203,     ,     ,     ,     
  248,20170204,     ,     ,     ,     
  248,20170205,     ,     ,     ,     
  248,20170206,     ,     ,     ,     
  248,20170207,     ,     ,     ,     
  248,20170208,     ,     ,     ,     
  248,20170209,     ,     ,     ,     
  248,20170210,     ,     ,     ,     
  248,20170211,     ,     ,     ,     
  248,20170212,     ,     ,     ,     
  248,20170213,     ,     ,     ,     
  248,20170214,     ,     ,     ,     
  248,20170215,     ,     ,     ,     
  248,20170216,     ,     ,     ,     
  248,20170217,     ,     ,     ,     
  248,20170218,     ,     ,     ,     
  248,20170219,     ,     ,     ,     
  248,20170220,     ,     ,     ,     
  248,20170221,     ,     ,     ,     
  248,20170222,     ,     ,     ,     
  248,20170223,     ,     ,     ,     
  248,20170224,     ,     ,     ,     
  248,20170225,     ,     ,     ,     
  248,20170226,     ,     ,     ,     
  248,20170227,     ,     ,     ,     
  248,20170228,     ,     ,     ,     
  248,20170301,     ,     ,     ,     
  248,20170302,     ,     ,     ,     
  248,20170303,     ,     ,     ,     
  248,20170304,     ,     ,     ,     
  248,20170305,     ,     ,     ,     
  248,20170306,     ,     ,     ,     
  248,20170307,     ,     ,     ,     
  248,20170308,     ,     ,     ,     
  248,20170309,     ,     ,     ,     
  248,20170310,     ,     ,     ,     
  248,20170311,     ,     ,     ,     
  248,20170312,     ,     ,     ,     
  248,20170313,     ,     ,     ,     
  248,20170314,     ,     ,     ,     
  248,20170315,     ,     ,     ,     
  248,20170316,     ,     ,     ,     
  248,20170317,     ,     ,     ,     
  248,20170318,     ,     ,     ,     
  248,20170319,     ,     ,     ,     
  248,20170320,     ,     ,     ,     
  248,20170321,     ,     ,     ,     
  248,20170322,     ,     ,     ,     
  248,20170323,     ,     ,     ,     
  248,20170324,     ,     ,     ,     
  248,20170325,     ,     ,     ,     
  248,20170326,     ,     ,     ,     
  248,20170327,     ,     ,     ,     
  248,20170328,     ,     ,     ,     
  248,20170329,     ,     ,     ,     
  248,20170330,     ,     ,     ,     
  248,20170331,     ,     ,     ,     
  248,20170401,     ,     ,     ,     
  248,20170402,     ,     ,     ,     
  248,20170403,     ,     ,     ,     
  248,20170404,     ,     ,     ,     
  248,20170405,     ,     ,     ,     
  248,20170406,     ,     ,     ,     
  248,20170407,     ,     ,     ,     
  248,20170408,     ,     ,     ,     
  248,20170409,     ,     ,     ,     
  248,20170410,     ,     ,     ,     
  248,20170411,     ,     ,     ,     
  248,20170412,     ,     ,     ,     
  248,20170413,     ,     ,     ,     
  248,20170414,     ,     ,     ,     
  248,20170415,     ,     ,     ,     
  248,20170416,     ,     ,     ,     
  248,20170417,     ,     ,     ,     
  248,20170418,     ,     ,     ,     
  248,20170419,     ,     ,     ,     
  248,20170420,     ,     ,     ,     
  248,20170421,     ,     ,     ,     
  248,20170422,     ,     ,     ,     
  248,20170423,     ,     ,     ,     
  248,20170424,     ,     ,     ,     
  248,20170425,     ,     ,     ,     
  248,20170426,     ,     ,     ,     
  248,20170427,     ,     ,     ,     
  248,20170428,     ,     ,     ,     
  248,20170429,     ,     ,     ,     
  248,20170430,     ,     ,     ,     
  248,20170501,     ,     ,     ,     
  248,20170502,     ,     ,     ,     
  248,20170503,     ,     ,     ,     
  248,20170504,     ,     ,     ,     
  248,20170505,     ,     ,     ,     
  248,20170506,     ,     ,     ,     
  248,20170507,     ,     ,     ,     
  248,20170508,     ,     ,     ,     
  248,20170509,     ,     ,     ,     
  248,20170510,     ,     ,     ,     
  248,20170511,     ,     ,     ,     
  248,20170512,     ,     ,     ,     
  248,20170513,     ,     ,     ,     
  248,20170514,     ,     ,     ,     
  248,20170515,     ,     ,     ,     
  248,20170516,     ,     ,     ,     
  248,20170517,     ,     ,     ,     
  248,20170518,     ,     ,     ,     
  248,20170519,     ,     ,     ,     
  248,20170520,     ,     ,     ,     
  248,20170521,     ,     ,     ,     
  248,20170522,     ,     ,     ,     
  248,20170523,     ,     ,     ,     
  248,20170524,     ,     ,     ,     
  248,20170525,     ,     ,     ,     
  248,20170526,     ,     ,     ,     
  248,20170527,     ,     ,     ,     
  248,20170528,     ,     ,     ,     
